30918791,114747226
13039951,29028775
13039951,10270250
5056560,24812854
5056560,10435502
5056560,16907502
5056560,105663923
33183203,44998092
33183203,37798806
33183203,6962610
33183203,4190976
33183203,21561301
33183203,115675788
33183203,111134653
33183203,81704391
33183203,38825495
33183203,63539055
5561833,69662720
5561833,65794292
5561833,45947467
5561833,103765191
5561833,9524997
5561833,15715000
5561833,3887411
5561833,76937669
5561833,576201
5561833,50302187
5561833,110315590
5561833,45798385
5561833,3668946
5561833,13527761
5561833,36095441
5561833,47267471
5561833,86170347
5561833,8200767
5561833,7560960
5561833,29891188
5561833,1185279
5561833,64355429
5561833,9384267
5561833,59010815
5561833,11167738
5561833,9309093
5561833,91385513
3495948,123230580
3495948,9309093
3495948,37734226
3495948,15019962
3495948,128063275
3495948,30953633
3495948,6637653
3495948,33262367
3495948,18044526
3495948,120625155
3495948,291137
3495948,50270656
3495948,125567745
3495948,37787433
3495948,110989998
3495948,120196563
3495948,41881900
3495948,72461755
3495948,79475571
3495948,119190187
3495948,122838124
3495948,120743865
3495948,99042676
3495948,74063732
3495948,86114732
3495948,98339309
3495948,100706510
3495948,115053949
3495948,102788385
3495948,5304488
3495948,112556247
3495948,90796663
3495948,113685091
3495948,113752225
3495948,76504246
3495948,9104479
3495948,2329766
3495948,109930290
3495948,86903228
3495948,108221729
3495948,45870793
3495948,90786190
3495948,557980
3495948,2001372
3495948,65799750
3495948,8636504
3495948,69723856
3495948,52492553
3495948,105819434
3495948,11642565
3495948,95798441
3495948,33155818
3495948,51025772
3495948,75483500
3495948,20929025
3495948,26500787
3495948,76439832
3495948,90175624
3495948,82605180
3495948,2567806
3495948,75432091
3495948,54244176
3495948,44030879
3495948,67588512
3495948,70198664
3495948,76838017
3495948,34313971
3495948,52508748
3495948,71531859
3495948,2321051
3495948,72155591
3495948,69798748
3495948,70307904
3495948,49712843
3495948,41870517
3495948,911247
3495948,5499847
3495948,67268845
3495948,30472700
3495948,18838039
3495948,19407872
3495948,2553927
3495948,11620669
3495948,41239681
3495948,1445827
3495948,41778190
3495948,63504972
3495948,1580036
3495948,22787208
3495948,61671763
3495948,61479332
3495948,9064707
3495948,35732214
3495948,17047187
3495948,58366173
3495948,59243976
3495948,60293173
3495948,13179586
3495948,11423758
3495948,28601395
3495948,55717949
3495948,59253179
3495948,55360894
3495948,51469702
3495948,29702213
3495948,56207592
3495948,21247519
3495948,55717457
3495948,37815639
3495948,1625491
3495948,2499845
3495948,33299071
3495948,44838949
3495948,44288468
3495948,36205608
3495948,34056623
3495948,25587159
3495948,6312218
3495948,41717707
3495948,38737845
3495948,20277829
3495948,9792504
3495948,11562262
3495948,22115594
3495948,3573909
3495948,17065530
3495948,7982588
3495948,35872445
3495948,18275356
3495948,34313921
3495948,23998126
3495948,33614304
3495948,15368044
3495948,7320243
3495948,32279424
3495948,569226
3495948,20922037
3495948,20441212
3495948,22939710
3495948,12488374
3495948,2458933
